# Body fitted drag for model part FluidModelPart.Drag_cylinder
# Time Fx Fy Fz
0.1 169.76826700 -0.02038768 -0.00000000
0.2 127.25341021 -0.02208903 -0.00000000
0.30000000000000004 126.81774989 -0.06067491 -0.00000000
0.4 137.63753860 -0.34271119 -0.00000000
0.5 149.47585083 -0.64645353 -0.00000000
0.6 162.95580773 -0.69951102 -0.00000000
0.7 175.08376396 0.49920809 -0.00000000
0.7999999999999999 181.77881644 2.34441546 -0.00000000
0.8999999999999999 180.20976863 4.40744011 -0.00000000
0.9999999999999999 169.55921474 7.08670522 -0.00000000
1.0999999999999999 168.36130020 9.29229129 -0.00000000
1.2 175.66875404 11.13573013 -0.00000000
1.3 180.42466908 11.35650784 -0.00000000
1.4000000000000001 188.45532100 10.14539384 -0.00000000
1.5000000000000002 198.03990447 7.42837752 -0.00000000
1.6000000000000003 207.05625175 3.94207868 -0.00000000
1.7000000000000004 213.55929898 0.84699045 -0.00000000
1.8000000000000005 216.82359043 -1.04190198 -0.00000000
1.9000000000000006 217.66729101 -1.49816796 -0.00000000
2.0000000000000004 217.31690443 -0.95204407 -0.00000000
2.1000000000000005 216.74441373 0.16123036 -0.00000000
2.2000000000000006 216.25254004 1.38154349 -0.00000000
2.3000000000000007 215.92655328 2.46203804 -0.00000000
2.400000000000001 215.72248019 3.55685729 -0.00000000
2.500000000000001 215.55927087 5.04346614 -0.00000000
2.600000000000001 215.13158500 6.85149112 -0.00000000
2.700000000000001 214.11113802 8.08389819 -0.00000000
2.800000000000001 212.53440320 6.74209609 -0.00000000
2.9000000000000012 210.79381570 1.01886358 -0.00000000
3.0000000000000013 209.21318072 -9.10289973 -0.00000000
3.1000000000000014 207.97333336 -21.19551649 -0.00000000
3.2000000000000015 207.33328103 -30.79452256 -0.00000000
3.3000000000000016 207.40661111 -32.36536442 -0.00000000
3.4000000000000017 208.02634166 -23.17714032 -0.00000000
3.5000000000000018 208.43257239 -6.06589339 -0.00000000
3.600000000000002 208.11266459 13.11256419 -0.00000000
3.700000000000002 208.61633728 28.63900599 -0.00000000
3.800000000000002 212.22057391 37.17974449 -0.00000000
3.900000000000002 216.13203763 38.45847197 -0.00000000
4.000000000000002 216.79829063 29.45352163 -0.00000000
4.100000000000001 216.01317154 6.14753110 -0.00000000
4.200000000000001 217.20024744 -26.63841970 -0.00000000
4.300000000000001 220.72375235 -59.00468994 -0.00000000
4.4 226.28803425 -80.55810066 -0.00000000
4.5 231.42415356 -72.56841244 -0.00000000
4.6 234.20871133 -30.29672099 -0.00000000
4.699999999999999 237.47557997 35.23950392 -0.00000000
4.799999999999999 244.28511375 87.55669372 -0.00000000
4.899999999999999 253.60309608 96.16847554 -0.00000000
4.999999999999998 256.01715603 51.63136169 -0.00000000
5.099999999999998 253.35779016 -23.23435465 -0.00000000
5.1999999999999975 256.72527688 -82.11257675 -0.00000000
5.299999999999997 262.74685599 -90.01582004 -0.00000000
5.399999999999997 262.65524817 -48.73877927 -0.00000000
5.4999999999999964 257.21568676 19.25003531 -0.00000000
5.599999999999996 255.84461198 74.35485955 -0.00000000
5.699999999999996 260.74529532 93.03822670 -0.00000000
5.799999999999995 261.66756788 63.90360184 -0.00000000
5.899999999999995 255.64664135 3.67098428 -0.00000000
